employee_id,department,job_role,work_mode,marital_status,age,monthly_income,years_at_company,distance_from_home_km,num_projects,overtime_hours_per_month,satisfaction_survey_score,last_promotion_years_ago,manager_id,badge_color,desk_floor,parking_spot_assigned,attrition
900271,Engineering,Mid,Remote,Married,52,88199.68,3,16.46,10,16,1,2,4,1,2,1,0
900272,Sales,Lead,Remote,Married,59,18000.0,4,1.0,4,14,2,3,4,4,2,1,0
900273,Support,Mid,Remote,Single,35,85181.03,13,8.93,2,16,1,4,24,3,2,0,0
900274,Engineering,Mid,Hybrid,Married,40,95962.55,21,1.0,8,13,3,0,1,4,4,0,0
900275,HR,Senior,Hybrid,Married,33,65422.01,23,18.44,11,15,3,5,24,1,3,1,0
900276,Marketing,Junior,Hybrid,Divorced,50,71861.03,19,14.47,11,17,4,8,32,5,5,1,1
900277,Sales,Mid,Hybrid,Married,51,49560.87,7,31.28,11,14,1,0,30,2,3,1,1
900278,Engineering,Senior,Remote,Single,24,95963.45,0,13.67,8,16,2,8,1,4,8,1,0
900279,Marketing,Mid,Remote,Divorced,25,96308.6,8,1.04,6,11,4,4,11,4,6,0,0
900280,HR,Senior,Hybrid,Single,26,100434.48,7,10.29,6,12,1,3,2,4,9,0,0
900281,Engineering,Junior,Hybrid,Married,53,37179.38,15,20.46,4,21,4,9,4,3,9,0,1
900282,Sales,Mid,Hybrid,Single,21,63809.07,4,2.09,9,20,3,4,23,1,1,0,1
900283,Support,Senior,Remote,Single,30,102994.67,15,22.71,2,15,4,7,9,4,3,0,0
900284,Marketing,Junior,Remote,Married,26,69120.27,0,5.1,5,26,3,9,4,4,7,1,0
900285,Sales,Lead,Onsite,Married,40,35029.04,24,8.46,1,15,4,1,32,4,5,1,0
900286,Engineering,Senior,Onsite,Single,37,53132.86,16,10.81,5,15,3,2,38,2,6,1,0
900287,Sales,Senior,Onsite,Single,22,63850.46,3,10.1,1,15,3,0,20,5,7,0,0
900288,Support,Lead,Hybrid,Single,35,114258.76,16,3.32,5,11,1,8,33,5,3,1,0
900289,Marketing,Junior,Onsite,Married,35,103798.44,13,5.91,7,15,2,8,23,5,1,0,0
900290,Sales,Junior,Hybrid,Married,59,74157.75,16,5.2,10,10,2,6,24,4,6,1,0
900291,Sales,Mid,Onsite,Married,33,28860.97,10,7.14,6,17,2,1,1,2,9,1,0
900292,Marketing,Junior,Remote,Married,33,98713.36,24,18.69,7,11,1,6,16,5,2,0,0
900293,Engineering,Senior,Onsite,Married,26,68699.68,20,3.91,9,16,5,7,31,5,6,1,0
900294,Support,Senior,Remote,Single,50,74044.03,6,4.28,11,13,3,8,12,2,1,0,0
900295,Sales,Senior,Hybrid,Divorced,47,80909.07,1,1.62,7,10,4,4,27,5,8,1,0
900296,Engineering,Mid,Onsite,Single,41,81526.73,4,29.66,5,14,4,6,5,5,6,0,0
900297,Engineering,Mid,Remote,Single,34,40533.37,6,22.33,8,21,5,3,40,3,3,1,0
900298,Support,Junior,Hybrid,Married,23,69234.85,8,13.47,4,14,3,5,31,2,8,0,0
900299,Support,Mid,Remote,Divorced,41,66250.03,22,1.0,6,12,5,3,42,5,5,1,0
900300,Engineering,Junior,Onsite,Married,51,73019.01,18,22.96,9,16,1,3,5,3,1,1,0
900301,Engineering,Junior,Hybrid,Single,30,20632.58,16,6.27,1,14,4,4,44,2,7,1,0
900302,Engineering,Senior,Hybrid,Married,59,54864.55,2,1.0,2,15,2,9,24,5,1,0,0
900303,Support,Junior,Hybrid,Married,28,68908.2,18,13.31,9,18,1,7,37,1,2,1,0
900304,Support,Junior,Hybrid,Married,41,49128.26,15,3.13,3,15,1,6,32,1,6,1,0
900305,Engineering,Senior,Remote,Single,26,97196.81,23,15.84,4,18,3,7,25,5,4,0,1
900306,Sales,Senior,Hybrid,Single,45,77241.28,19,5.54,2,21,2,4,29,5,6,0,0
900307,Sales,Lead,Hybrid,Single,58,18000.0,9,18.85,1,15,3,0,17,5,9,1,1
900308,Engineering,Junior,Onsite,Single,49,113783.45,16,14.15,10,4,1,6,10,1,2,1,1
900309,Marketing,Mid,Onsite,Married,32,75702.99,7,4.35,10,17,4,5,32,3,5,0,0
900310,Sales,Junior,Remote,Single,22,94048.23,2,2.41,2,12,5,5,24,2,5,0,1
900311,Engineering,Mid,Onsite,Single,46,98164.29,15,1.0,3,8,5,4,7,5,8,1,0
900312,Sales,Mid,Onsite,Married,34,120995.62,7,19.02,2,12,1,5,23,4,2,0,1
900313,Support,Junior,Onsite,Married,58,101479.7,7,8.2,4,16,3,9,11,5,3,0,0
900314,Support,Senior,Onsite,Single,29,61329.06,1,5.14,8,13,3,9,30,5,2,0,1
900315,Engineering,Senior,Remote,Married,49,49794.92,1,28.6,2,17,2,7,38,3,3,1,1
900316,HR,Senior,Remote,Married,36,65376.24,2,3.75,6,5,2,8,23,5,9,0,0
900317,Sales,Mid,Hybrid,Single,51,63329.62,11,53.45,10,15,3,2,24,5,7,1,1
900318,Engineering,Junior,Onsite,Single,36,80198.6,22,2.87,8,15,3,0,37,3,9,1,1
900319,HR,Senior,Onsite,Married,21,65750.01,12,1.0,1,12,1,0,43,5,6,1,0
900320,Engineering,Junior,Onsite,Divorced,58,121843.83,6,7.5,3,20,1,3,19,3,4,0,0
900321,Sales,Mid,Hybrid,Single,39,70719.44,3,1.43,3,20,3,6,20,4,8,1,0
900322,Sales,Junior,Remote,Single,45,46694.0,24,4.3,3,21,1,0,43,4,2,0,0
900323,Engineering,Senior,Onsite,Married,37,80753.11,15,10.56,6,15,3,1,19,1,8,1,0
900324,Marketing,Senior,Hybrid,Single,45,18000.0,11,14.55,1,14,5,7,36,4,9,0,0
900325,Sales,Junior,Hybrid,Married,53,36302.03,13,5.36,6,13,4,2,41,5,1,1,1
900326,Support,Junior,Hybrid,Married,28,84727.35,18,9.62,6,12,1,1,35,1,2,0,0
900327,Sales,Senior,Remote,Single,57,69995.52,15,2.84,8,15,4,2,6,4,4,1,0
900328,Engineering,Mid,Remote,Married,22,114147.08,1,5.15,8,15,4,9,4,1,1,1,0
900329,Engineering,Junior,Hybrid,Married,25,96202.73,15,2.61,4,17,2,3,11,5,1,0,0
900330,Sales,Junior,Onsite,Single,24,59276.84,20,1.0,3,12,2,8,8,5,2,0,0
900331,Engineering,Mid,Hybrid,Single,23,36417.69,22,13.64,9,22,4,4,13,2,1,1,1
900332,Support,Junior,Hybrid,Married,36,43517.81,15,9.78,11,18,3,7,5,2,3,0,0
900333,Sales,Junior,Onsite,Single,22,24932.8,15,16.68,2,10,3,3,39,2,1,1,1
900334,Sales,Senior,Hybrid,Married,33,40111.02,19,4.42,1,17,4,7,29,5,8,1,1
900335,Sales,Lead,Onsite,Single,30,56659.04,24,7.38,4,14,4,9,40,3,2,0,0
900336,Marketing,Senior,Onsite,Married,41,82400.32,9,2.35,9,15,2,0,9,1,7,1,0
900337,Engineering,Junior,Onsite,Married,41,82857.36,17,2.4,2,12,3,2,18,3,8,0,0
900338,Engineering,Mid,Onsite,Married,34,88772.67,5,1.0,5,9,5,6,19,2,4,1,0
900339,Engineering,Junior,Onsite,Single,31,47873.75,19,37.42,7,13,2,9,10,4,9,0,0
900340,Engineering,Mid,Hybrid,Married,51,69292.76,7,4.82,4,19,5,1,41,2,5,1,0
900341,Support,Junior,Onsite,Single,56,64812.89,16,3.72,2,14,2,9,2,2,4,0,1
900342,Marketing,Junior,Onsite,Single,57,112811.14,3,28.24,3,16,5,6,6,2,6,1,0
900343,Marketing,Junior,Onsite,Single,50,74606.2,2,1.83,4,16,3,4,18,4,9,0,1
900344,Sales,Senior,Onsite,Single,22,53624.48,15,3.87,2,10,1,0,38,5,3,1,0
900345,Sales,Junior,Hybrid,Single,49,82596.54,7,1.3,4,24,5,8,28,5,7,0,0
900346,Marketing,Mid,Remote,Single,25,87865.12,21,14.72,7,7,1,5,7,5,6,0,0
900347,Engineering,Senior,Hybrid,Single,43,66471.21,2,9.01,2,19,1,3,43,3,3,1,0
900348,HR,Mid,Hybrid,Single,47,103438.38,2,4.89,11,15,2,4,30,5,4,0,0
900349,Support,Lead,Hybrid,Single,51,78391.34,5,3.12,4,17,1,9,6,1,2,0,1
900350,Engineering,Mid,Onsite,Married,42,101044.83,17,8.66,5,13,2,1,42,2,1,0,0
900351,Support,Junior,Hybrid,Divorced,53,55144.9,8,14.7,3,10,5,3,41,4,4,0,1
900352,Marketing,Senior,Onsite,Married,30,102907.54,17,22.89,10,20,5,2,16,5,2,0,0
900353,Sales,Lead,Hybrid,Single,27,39964.65,11,5.09,10,13,2,7,5,3,9,1,0
900354,Engineering,Junior,Hybrid,Single,46,114610.7,13,1.0,11,15,2,6,18,4,8,0,0
900355,Support,Lead,Hybrid,Single,57,74326.88,12,7.94,4,21,2,3,21,3,3,1,0
900356,Engineering,Junior,Hybrid,Single,21,79361.62,3,4.7,4,18,5,6,20,4,3,0,0
900357,HR,Senior,Onsite,Single,49,45911.21,24,8.67,1,14,1,5,15,5,3,1,0
900358,Support,Junior,Hybrid,Single,37,54434.62,7,16.71,5,17,5,0,24,3,4,1,0
900359,HR,Junior,Onsite,Single,33,60424.74,18,1.18,1,16,3,1,24,1,6,0,0
900360,Marketing,Senior,Onsite,Divorced,40,58447.74,2,24.48,5,12,4,4,38,1,7,0,0
900361,Support,Mid,Onsite,Single,28,85973.91,3,1.0,2,17,4,4,8,2,3,1,0
900362,Sales,Junior,Hybrid,Divorced,34,65873.1,0,1.0,9,14,4,5,13,3,5,0,0
900363,Marketing,Senior,Hybrid,Married,30,91823.71,11,6.23,6,20,1,0,11,1,1,1,0
900364,Engineering,Junior,Remote,Married,48,103113.15,20,3.79,4,17,5,0,11,4,1,1,0
900365,HR,Mid,Hybrid,Divorced,44,55892.42,12,4.25,7,12,3,3,5,3,9,0,1
900366,Sales,Junior,Onsite,Single,45,45507.88,12,30.36,5,18,1,5,34,1,6,1,1
900367,Engineering,Senior,Hybrid,Married,38,109276.31,15,1.1,10,12,5,4,44,1,4,0,0
900368,Sales,Mid,Hybrid,Single,35,81642.34,21,3.72,7,12,4,9,17,2,6,0,1
900369,HR,Junior,Remote,Married,32,70741.32,11,2.67,7,10,5,9,40,1,9,1,0
900370,Support,Mid,Hybrid,Married,35,103800.77,23,1.0,2,10,2,7,40,5,8,1,0
900371,Engineering,Junior,Onsite,Single,48,44524.45,19,7.72,3,29,2,6,5,1,3,0,1
900372,Support,Senior,Hybrid,Single,59,128405.47,11,49.33,1,10,5,8,14,5,7,1,0
900373,Marketing,Senior,Onsite,Married,35,68624.27,5,8.97,7,11,1,1,44,5,6,1,0
900374,Marketing,Senior,Remote,Single,41,27309.83,9,3.81,3,17,2,8,41,3,3,0,0
900375,Engineering,Junior,Remote,Single,29,73682.42,9,5.39,10,23,5,1,6,2,5,1,0
900376,Sales,Lead,Onsite,Divorced,29,63335.16,12,1.0,3,13,1,5,17,5,8,0,0
900377,Marketing,Junior,Hybrid,Single,27,56228.48,18,15.5,3,14,5,3,39,1,5,1,1
900378,Engineering,Mid,Onsite,Divorced,54,62741.45,14,11.45,1,18,5,2,36,4,9,1,0
900379,Engineering,Senior,Hybrid,Single,44,35278.03,13,18.49,9,14,3,9,19,5,6,0,0
900380,Marketing,Senior,Onsite,Single,55,66719.83,20,1.0,2,16,5,6,6,3,4,0,0
900381,Engineering,Mid,Hybrid,Divorced,25,38553.96,4,19.97,8,16,2,2,20,2,3,0,0
900382,Marketing,Mid,Onsite,Single,39,75230.42,7,26.57,7,18,2,3,30,5,4,0,1
900383,Support,Junior,Remote,Single,49,18000.0,2,2.88,10,14,2,4,23,2,6,0,1
900384,Marketing,Junior,Hybrid,Single,53,108943.02,1,17.44,2,9,4,2,39,3,2,0,0
900385,Sales,Mid,Remote,Single,42,54168.05,10,2.44,4,22,2,8,20,4,8,1,0
900386,HR,Mid,Hybrid,Married,48,46430.41,12,2.12,11,13,5,1,31,3,9,0,0
900387,Support,Mid,Hybrid,Single,45,98515.7,23,5.1,5,15,1,7,15,2,9,0,0
900388,Support,Junior,Hybrid,Single,29,76006.36,7,5.38,2,16,2,4,21,2,5,1,0
900389,Engineering,Senior,Onsite,Single,30,75649.99,19,23.4,9,9,2,6,3,2,7,0,0
900390,HR,Mid,Hybrid,Single,42,39722.31,2,5.31,7,13,5,9,3,5,3,1,0
900391,Engineering,Senior,Hybrid,Married,43,58786.52,1,3.05,4,15,5,6,28,1,9,0,0
900392,Engineering,Senior,Remote,Single,44,68273.34,11,10.96,2,14,4,0,1,1,6,0,0
900393,HR,Lead,Onsite,Divorced,34,86424.71,19,10.23,7,17,3,5,41,3,2,0,0
900394,Sales,Junior,Onsite,Single,33,63165.11,1,12.0,5,16,1,6,6,4,8,0,1
900395,Engineering,Junior,Hybrid,Married,52,59227.94,11,9.38,11,14,1,7,20,4,3,0,0
900396,Sales,Junior,Onsite,Single,23,92196.39,13,1.96,7,19,5,2,13,3,5,1,0
900397,Engineering,Senior,Hybrid,Married,51,30635.6,7,23.61,5,11,2,7,1,4,6,1,0
900398,Engineering,Mid,Onsite,Single,48,62192.8,4,12.05,10,17,1,9,20,2,7,1,0
900399,Sales,Senior,Onsite,Single,58,64294.35,20,2.86,6,16,1,2,43,2,7,0,1
900400,Sales,Mid,Onsite,Single,57,74475.83,22,3.59,3,10,5,7,25,5,2,0,0
900401,Engineering,Senior,Hybrid,Married,46,90086.09,2,5.83,7,15,4,6,9,5,8,1,0
900402,Sales,Senior,Onsite,Single,37,82116.4,13,6.18,6,15,2,6,11,4,1,0,1
900403,Marketing,Mid,Hybrid,Single,44,30160.4,9,6.41,1,19,2,2,40,5,3,0,0
900404,Sales,Junior,Hybrid,Single,39,64378.72,13,5.32,6,7,2,4,38,4,3,0,1
900405,HR,Mid,Onsite,Single,32,52140.85,9,6.08,7,20,2,3,20,3,8,0,1
900406,Engineering,Senior,Onsite,Single,48,28060.42,20,10.11,3,19,3,0,19,1,4,1,0
900407,Engineering,Senior,Hybrid,Single,21,70613.0,7,19.66,5,13,4,2,14,1,1,1,0
900408,Engineering,Junior,Remote,Divorced,38,60260.14,24,8.82,5,18,2,0,5,2,4,0,1
900409,Engineering,Lead,Remote,Single,32,107581.41,21,29.32,10,10,1,8,10,1,6,1,0
900410,Marketing,Lead,Hybrid,Single,57,80099.12,11,15.04,2,17,1,6,43,4,1,0,0
900411,Marketing,Senior,Hybrid,Single,44,65487.07,16,6.63,5,19,1,6,19,1,9,0,0
900412,Support,Senior,Remote,Married,43,73375.11,18,13.02,11,13,3,7,12,4,8,1,0
900413,Sales,Senior,Hybrid,Single,35,26356.12,24,1.74,8,17,4,7,19,1,8,1,0
900414,Engineering,Junior,Hybrid,Single,45,78141.41,8,1.12,1,9,1,9,25,4,5,1,1
900415,Marketing,Mid,Remote,Married,58,77142.91,15,11.15,11,10,2,8,44,1,9,1,1
900416,Support,Senior,Hybrid,Single,34,90467.38,10,1.63,2,9,1,9,12,2,7,0,0
900417,Sales,Senior,Hybrid,Single,31,65012.06,0,1.31,10,11,3,6,25,4,3,1,0
900418,Support,Junior,Hybrid,Married,50,46713.54,6,3.59,1,14,3,1,16,1,5,1,1
900419,HR,Senior,Onsite,Married,31,30280.95,6,2.66,3,14,5,0,25,5,1,0,0
900420,Marketing,Lead,Remote,Married,25,83277.48,4,16.04,4,11,3,5,18,2,5,0,0
900421,Engineering,Senior,Onsite,Married,29,27600.82,19,4.19,3,15,3,3,11,5,9,1,1
900422,Engineering,Senior,Onsite,Married,56,79373.22,14,32.45,3,10,3,2,29,5,7,1,0
900423,Support,Junior,Hybrid,Married,31,62022.7,8,3.75,10,13,4,3,33,3,1,0,0
900424,Marketing,Junior,Hybrid,Married,54,72498.14,3,6.23,3,21,1,1,38,2,5,1,0
900425,Engineering,Senior,Remote,Married,26,110467.57,20,1.0,10,17,3,8,13,1,3,1,0
900426,Sales,Mid,Onsite,Divorced,56,52149.47,1,11.28,10,13,1,6,4,2,3,1,0
900427,Engineering,Senior,Remote,Married,56,79603.27,4,37.48,11,20,4,5,11,5,5,0,0
900428,Sales,Senior,Hybrid,Divorced,37,102094.21,9,25.46,7,20,3,8,18,1,1,1,1
900429,HR,Lead,Hybrid,Married,48,62767.46,11,24.47,4,14,2,4,12,5,5,0,0
900430,Engineering,Mid,Remote,Single,56,45485.43,9,11.35,2,13,3,0,18,1,5,1,1
900431,Marketing,Mid,Onsite,Divorced,26,58455.78,4,11.88,10,14,5,8,38,5,3,1,0
900432,Engineering,Mid,Onsite,Single,38,96375.54,3,29.08,1,7,4,0,21,5,6,0,0
900433,Engineering,Mid,Hybrid,Married,26,111283.41,2,10.42,10,30,1,4,11,1,7,1,1
900434,Engineering,Junior,Onsite,Married,32,118268.79,15,15.38,7,12,3,7,31,5,3,1,1
900435,Engineering,Junior,Hybrid,Married,27,72192.98,2,17.98,6,12,1,6,21,2,3,0,1
900436,Support,Junior,Onsite,Single,44,30454.03,24,3.13,1,18,5,8,28,2,8,0,1
900437,Support,Senior,Hybrid,Divorced,48,18000.0,2,2.47,9,16,3,9,37,3,5,0,1
900438,Sales,Mid,Onsite,Married,55,70378.05,22,5.96,6,17,5,5,16,4,2,1,0
900439,Engineering,Junior,Remote,Divorced,21,31466.87,4,2.2,7,17,5,1,13,5,5,1,0
900440,Engineering,Senior,Onsite,Single,52,63253.1,1,3.66,11,17,1,5,42,4,9,0,0
900441,Support,Mid,Onsite,Divorced,30,49640.93,7,1.45,1,16,1,6,43,1,1,0,1
900442,Sales,Junior,Onsite,Single,47,70831.97,23,1.86,2,20,2,2,10,5,7,1,1
900443,Support,Junior,Onsite,Divorced,33,62849.98,13,12.14,11,14,2,2,14,2,8,1,1
900444,Sales,Junior,Onsite,Single,25,70740.53,14,22.4,7,14,2,5,3,3,7,0,1
900445,Engineering,Senior,Onsite,Single,25,61246.17,20,2.46,8,17,3,1,6,3,2,1,0
900446,Sales,Senior,Hybrid,Single,40,46878.38,14,12.28,6,9,5,7,19,5,6,1,1
900447,Sales,Senior,Hybrid,Married,54,73267.77,2,11.4,5,23,3,6,2,3,9,0,1
900448,Sales,Senior,Onsite,Divorced,35,82206.31,15,13.09,3,11,4,8,23,2,6,1,1
900449,Sales,Lead,Hybrid,Divorced,40,51092.12,17,18.97,1,12,2,6,19,5,6,1,0
900450,Sales,Junior,Hybrid,Married,42,61255.01,3,21.26,10,19,5,0,5,4,9,0,1
900451,Engineering,Senior,Remote,Married,54,83302.28,23,2.61,7,16,3,5,9,2,8,1,0
900452,HR,Mid,Onsite,Single,35,56220.25,23,7.85,11,17,4,0,41,4,5,0,0
900453,Sales,Mid,Remote,Single,24,80923.46,20,4.69,10,19,2,3,9,5,8,0,1
900454,Engineering,Lead,Hybrid,Married,52,65859.13,12,2.2,3,21,4,4,23,5,8,0,0
900455,Engineering,Senior,Onsite,Divorced,45,68863.21,7,1.0,1,15,2,4,15,2,9,0,0
900456,HR,Junior,Onsite,Single,37,93529.45,20,1.0,10,14,1,3,14,1,9,1,1
900457,Engineering,Senior,Hybrid,Single,33,98556.36,12,4.21,2,12,2,4,41,5,8,1,0
900458,Marketing,Senior,Onsite,Single,30,79945.0,22,1.0,1,17,2,0,37,5,4,0,0
900459,Sales,Senior,Hybrid,Married,36,75240.28,8,14.69,1,13,4,7,12,1,8,1,1
900460,Marketing,Junior,Hybrid,Single,25,62511.29,21,4.17,4,15,5,3,10,1,8,0,0
900461,Support,Lead,Hybrid,Married,56,72062.66,19,4.67,2,15,2,5,31,3,4,0,0
900462,Support,Senior,Hybrid,Married,48,61734.07,0,9.84,1,12,5,7,20,1,2,0,0
900463,Sales,Mid,Onsite,Single,23,79385.07,17,6.41,7,12,1,5,39,5,8,1,1
900464,HR,Mid,Remote,Married,56,108063.05,21,4.76,11,18,3,8,19,4,7,1,0
900465,Engineering,Junior,Onsite,Married,21,62288.5,0,5.74,5,23,1,4,38,5,8,1,0
900466,Support,Mid,Onsite,Single,24,50180.32,12,4.11,6,20,2,5,31,2,8,1,1
900467,Sales,Junior,Hybrid,Married,21,53679.01,18,9.07,4,13,5,3,43,3,5,1,0
900468,Engineering,Senior,Onsite,Married,45,93837.55,20,3.33,11,15,3,2,31,2,2,0,0
900469,Sales,Mid,Onsite,Married,43,76261.12,21,2.45,6,16,4,4,35,1,1,0,0
900470,Engineering,Mid,Remote,Married,39,95157.33,11,9.56,5,17,4,5,26,5,8,0,0
900471,Support,Senior,Onsite,Single,37,37576.18,15,8.72,10,8,3,1,9,3,9,1,1
900472,Engineering,Junior,Hybrid,Single,34,29144.43,14,17.19,5,14,4,3,22,5,3,0,1
900473,Engineering,Senior,Onsite,Married,42,56263.22,12,20.4,7,8,4,4,10,4,8,0,1
900474,Support,Mid,Onsite,Single,55,75099.23,20,3.18,11,13,5,8,5,4,6,1,1
900475,Sales,Senior,Onsite,Divorced,50,35816.29,20,15.04,3,20,5,2,21,5,9,1,0
900476,Support,Junior,Remote,Divorced,59,71407.17,12,2.51,2,20,4,9,2,4,1,1,0
900477,Sales,Junior,Hybrid,Single,29,78027.77,8,13.08,2,11,1,9,30,5,4,0,1
900478,Engineering,Junior,Hybrid,Single,25,80027.84,3,31.6,4,15,5,2,1,2,7,0,0
900479,HR,Senior,Onsite,Married,21,83861.07,8,4.06,10,14,5,6,25,4,8,0,0
900480,Engineering,Junior,Onsite,Married,37,18000.0,6,8.18,10,10,3,6,12,1,6,0,0
900481,Support,Senior,Remote,Single,21,74931.89,8,25.77,9,6,4,1,26,2,2,0,0
900482,Engineering,Junior,Onsite,Single,41,52705.19,14,1.85,1,15,5,7,32,5,8,0,0
900483,Engineering,Senior,Onsite,Married,39,56170.18,15,2.28,10,16,1,4,17,1,3,1,1
900484,Engineering,Junior,Remote,Married,21,76917.11,3,9.72,10,15,5,3,17,4,5,0,0
900485,Support,Junior,Hybrid,Married,40,72340.85,7,3.79,1,15,4,7,27,2,5,0,0
900486,Engineering,Junior,Hybrid,Married,41,93984.87,0,8.32,5,21,5,1,39,2,3,0,0
900487,Marketing,Mid,Onsite,Divorced,57,48974.87,12,4.6,5,5,2,4,13,5,8,0,1
900488,Marketing,Senior,Remote,Single,36,45244.74,17,9.0,1,17,5,1,9,2,3,1,0
900489,Engineering,Junior,Hybrid,Single,30,45355.49,5,1.0,6,14,2,3,29,3,2,1,1
900490,Sales,Mid,Onsite,Married,46,30020.14,24,9.32,3,18,3,9,17,5,2,0,1
900491,Engineering,Senior,Onsite,Divorced,34,18000.0,10,2.2,4,14,2,3,36,4,7,0,1
900492,Support,Junior,Hybrid,Married,46,77834.77,14,1.0,7,17,3,2,19,5,8,1,0
900493,Engineering,Mid,Remote,Single,32,54724.8,17,1.5,6,18,1,2,3,4,1,1,0
900494,Sales,Senior,Onsite,Married,44,40430.89,12,2.81,10,14,3,0,13,5,8,0,0
900495,Marketing,Lead,Hybrid,Married,30,100606.27,9,9.02,7,12,4,3,18,3,9,1,0
900496,Engineering,Senior,Hybrid,Married,41,50385.46,14,4.61,5,13,5,1,9,3,7,0,0
900497,Sales,Mid,Remote,Married,26,20949.52,2,18.45,1,17,2,4,1,2,3,0,0
900498,Engineering,Mid,Onsite,Married,33,41857.88,0,18.06,11,18,5,0,1,2,2,1,0
900499,Engineering,Senior,Onsite,Single,33,58592.14,12,27.39,3,7,4,4,1,2,5,1,0
900500,Engineering,Lead,Onsite,Single,22,35842.71,16,1.52,4,15,1,7,3,2,9,0,0
900501,Engineering,Mid,Hybrid,Married,36,93230.14,23,6.98,7,18,3,8,2,2,3,1,0
900502,Sales,Junior,Hybrid,Divorced,52,82115.19,3,1.05,6,17,3,9,33,2,7,0,0
900503,Sales,Mid,Remote,Married,34,66888.75,5,4.78,5,19,2,1,14,2,8,0,0
900504,Sales,Mid,Hybrid,Married,58,20808.54,18,3.24,11,20,3,6,24,2,4,0,0
900505,Support,Mid,Hybrid,Single,24,100397.8,15,17.28,3,9,2,4,11,1,9,0,0
900506,Sales,Lead,Onsite,Married,42,43581.23,11,7.28,10,7,4,1,36,3,6,0,0
900507,Marketing,Mid,Onsite,Married,50,105806.15,17,2.3,10,12,3,7,21,4,3,0,0
900508,Engineering,Junior,Hybrid,Single,51,73634.53,1,8.66,8,15,2,6,33,3,2,1,0
900509,Engineering,Mid,Onsite,Married,25,61599.88,1,6.02,7,25,3,1,27,2,4,1,0
900510,HR,Senior,Onsite,Single,35,59514.22,22,2.18,8,13,1,2,37,5,9,0,1
900511,Engineering,Junior,Remote,Married,55,18000.0,24,7.08,3,19,2,3,22,5,5,0,1
900512,Engineering,Lead,Hybrid,Divorced,27,57151.32,8,7.19,5,16,1,6,3,2,8,1,0
900513,Engineering,Senior,Hybrid,Divorced,57,81167.64,2,3.52,9,11,5,3,37,2,8,1,0
900514,HR,Junior,Onsite,Married,58,59415.98,22,7.84,4,15,1,2,41,4,8,1,0
900515,Sales,Mid,Remote,Single,49,46483.93,15,1.0,4,18,2,7,28,4,9,0,0
900516,Sales,Mid,Onsite,Married,57,65452.38,22,7.74,8,14,3,8,38,1,4,0,0
900517,Sales,Mid,Onsite,Married,34,74776.43,14,6.6,3,16,5,8,6,4,9,1,0
900518,Engineering,Mid,Hybrid,Divorced,56,140447.64,7,23.25,9,12,2,3,19,4,6,1,0
900519,Engineering,Senior,Hybrid,Married,28,92397.46,8,3.95,3,16,3,7,9,3,7,0,0
900520,Marketing,Lead,Hybrid,Single,35,28119.02,0,8.7,7,17,5,1,24,2,5,1,0
900521,Sales,Junior,Onsite,Married,27,75783.71,15,7.5,7,10,4,1,8,3,5,0,0
900522,Engineering,Senior,Onsite,Divorced,35,33898.57,10,25.01,11,17,5,0,2,4,2,1,0
900523,Engineering,Mid,Onsite,Married,40,57048.02,17,14.32,5,15,3,1,41,3,4,0,0
900524,Marketing,Mid,Onsite,Married,39,34095.9,6,2.15,5,10,2,0,6,4,7,1,1
900525,Engineering,Junior,Remote,Single,23,79498.19,21,16.37,6,15,3,4,11,5,3,0,0
900526,Support,Junior,Remote,Single,47,47244.71,12,24.47,4,15,3,4,34,4,9,0,0
900527,Engineering,Junior,Onsite,Married,45,56610.01,4,5.49,10,9,1,3,22,1,5,1,0
900528,Support,Senior,Onsite,Married,43,72655.97,2,15.42,3,10,2,2,33,4,5,1,0
900529,Engineering,Mid,Onsite,Single,45,59530.64,12,1.0,9,14,2,6,35,4,4,1,0
900530,Sales,Mid,Hybrid,Single,34,93831.2,6,41.18,11,18,5,9,19,5,6,0,0
900531,Engineering,Senior,Remote,Married,56,104673.72,4,5.31,2,12,3,3,10,1,3,1,0
900532,HR,Senior,Hybrid,Single,21,65811.28,11,19.63,8,15,4,1,13,5,2,0,0
900533,Support,Lead,Hybrid,Married,38,73280.39,14,3.6,5,15,3,6,10,3,3,1,0
900534,Sales,Junior,Onsite,Single,22,67502.72,23,5.48,8,9,3,1,17,5,1,0,0
900535,Engineering,Mid,Remote,Single,49,39938.94,10,3.29,2,14,2,2,25,2,7,1,0
900536,Support,Senior,Onsite,Single,33,67582.02,8,14.02,9,18,3,0,44,3,6,1,1
900537,Marketing,Mid,Onsite,Single,27,89789.36,4,3.23,11,19,1,3,16,1,2,1,1
900538,Engineering,Senior,Onsite,Married,50,72655.08,4,11.84,10,23,1,4,12,1,5,1,0
900539,Engineering,Junior,Hybrid,Married,28,44936.97,18,1.79,6,19,3,9,27,4,8,0,0
900540,Support,Senior,Onsite,Single,38,18000.0,0,16.68,7,12,1,3,13,1,6,0,0
900541,Sales,Mid,Hybrid,Divorced,37,92952.9,5,3.58,11,19,5,8,37,3,5,1,0
900542,Sales,Senior,Hybrid,Single,59,96387.41,24,7.67,1,7,2,8,41,2,8,1,0
900543,Marketing,Junior,Onsite,Single,29,81416.52,5,20.67,10,11,4,7,35,1,4,1,1
